segment_id	text	annotator_1	annotator_2	annotator_3	agreed_rating
1184	"Lucien, and the people at the garage testify that he took out the car and returned it as stated."" ""No one has come forward who actually saw him waiting outside the club?"""	3	4		
1185	"He had pushed by the man standing there, had come in and—he had heard. ""Nance!"" he cried. ""I don't believe a word of it.""  He turned in his quick way to the men."	2	2		2
1186	"Prickly, all right."" ""My name is Gwig,"" said the Sorcerer, turning his heartless, cruel eyes upon his rival. ""Let me see you equal the sorcery I am about to perform."""	2	2		2
1187	"Mr. Jacks listened to his companion's words with unchanged face. ""If it isn't troubling you,"" he said, ""it would be of some interest to me.""


Mr. Coulson rose to his feet. ""You sit right here,"" he declared. ""I'll be back in less than five minutes."""		2	0	
1188	"""It's cold, too,"" murmured Joe, for as the afternoon sun slowly set the bleak winter day hastened forward in all its penetrating bitterness. ""What time is it, anyway?"""		4	2	
1189	His hopefulness was unbounded. His energy he tempered with all the tact and discretion his knowledge of men, and his experience in handling them, had taught him.		3	0	
1190	He could not be dislodged. This was not a bucking mustang, but a fierce, powerful, fighting stallion. No doubt, thought Bostil, this fight took place every time the rider mounted his horse.		3	2	
1191	"But at that he was the same haughty, immovable man as ever, and I remembered that each of us must live his own life; and so 'tis settled."" ""Well,"" said I, with a little of envy at his prospect, and much of sorrow at losing him, and some wonder about another matter, ""I'm glad for your sake, though you may imagine how I'll miss you."	0	3		
1192	There succeeds a short, intense silence; then there comes a sound. It is the rattle of the latch, being slowly lifted. At that, I am filled with desperation.		3	2	
1193	And when it had passed they closed behind it, staring up at us once more. The Dweller paused beneath us. Out of the drifting ruck swam the body of Throckmartin!		2	0	
1194	"Nevertheless, I will go to him. I have known men tell more truth in that state than in any other."" The servitor directed me to the library, and after desolate wanderings up crumbling steps and down mouldering corridors, sunny and lovely in decay, I came to the immense lumber-shed of knowledge they had told me of, a city of dead books, a place of dusty cathedral aisles stored with forgotten learning."	4	4		4
1195	"""Why, David!"" he said sorrowfully. ""I thought that you would be pleased with what I had done.  We planned these things together, and I am sure that it was you who suggested practically all of it. I have done only what I thought you wished done and I have done it the best that I know how."" I laid my hand on the old man's shoulder. ""Bless your heart, Perry!"" I cried. ""You've accomplished miracles."	3	2		
1196	Mediterranean. We met the country people going their ways to town; they looked at us with friendly patronage, knowing all about us, what we had come to see, and the foolishness of it, and especially the ridiculous cost of carozza that take people to Pompeii.	3	2		
1197	He had a niche apart in its temples.	0	1		
1198	Xodar and the green Jeddak were formally presented to each other. Then Thuvia was lifted to the least fractious thoat, Xodar and Carthoris mounted two others, and we set out at a rapid pace toward the east.	3	2		
1199	Therefore, none of the posse would have a point-blank shot at him. For those in the rear and on the sides the weaving course of the gelding, running like a deer and swerving agilely among the rocks, as if to make up for his first blunder, offered the most difficult of all targets.	2	3		
1200	They answered only with ineffectual shots. Thence the battle circled back over Niagara, and then suddenly the Germans, as if at a preconcerted signal, broke and dispersed, going east, west, north, and south, in open and confused flight. The Asiatics, as they realised this, rose to fly above them and after them. Only one little knot of four Germans and perhaps a dozen Asiatics remained fighting about the Hohenzollern and the Prince as he circled in a last attempt to save Niagara.	3	3		3
1201	"There was an exodus from Seven Mile the second day after the fire.
Keller went up Bear Creek, Phyllis accepted the invitation of Bess to stay with her at the Fiddleback, and her brother returned to the round-up."	0	2		
1202	"""I cannot say anything definite, for I do not know anything definite."" ""I would ask you one more question, Miss Stapleton. If you meant no more than this when you first spoke to me, why should you not wish your brother to overhear what you said?"	0	2		
1203	"Sydney Barnes did not answer, but his cheeks were like chalk. His mouth was a little open, disclosing his yellow teeth. He stared at the Colonel with frightened, fascinated eyes. ""I can see,"" the Colonel continued, ""that you remember. Young man,"" he added, with a curious alteration in his tone, ""be wiser than your brother! Give me the packet."" ""You killed him,"" the young man gasped. ""It was you who killed Morris."""	3	4		
1204	"He shook his head. ""Dead sea fruit,"" he answered. ""Fairy gold, fading in the clutch, worthless through and through. No, if my work has any merit, it's all for Socialism, now and ever!"""	1	3		
1205	"Pete was repaid a thousand-fold for his efforts by the old man's occasional: ""Couldn't 'a' done it any better myself, pardner."" For Annersley seldom called the boy ""Pete"" now, realizing that ""pardner"" meant so much more to him."	0	3		
1206	A light which, as they knew too well, was not visible from the harbour, and which might be shewing its fatal signal unguessed the whole night through, unless as now, by favour of the saints, and doubtless by the quick eyes of some fisherman of the neighbouring village, who had chanced to be far enough out to sea at the time, it were perceived before darkness should fall.	4	4		4
1207	Ten minutes later I stood before Dingaan, who greeted me kindly enough, and began to ask a number of questions about the Boers, especially if they were not people who had rebelled against their own king and run away from him.	1	2		
1208	"A moment they listened intently. Up to them, from very far, rose a wailing cry, tremulous, long-drawn, formidable. ""Oh! Then there are people, after all?"" faltered the girl, grasping"	1	3		
1209	I've got a notion tucked in the back of my head that you're watching me like a hen does her one chick, for their sake and not for mine. Right guess, I'll bet a dollar.	0	2		
1210	Doc, he done some things that seemed to us right strange at first.  He gets Pinto up in one corner and takes him by the ear, and tries to break his neck, with his foot in the middle of his back.  Then he goes around on the other side and does the same thing.  He hammers him up one side and down the other, and works him and wiggles him till us cow punchers thought he was goin' to scatter him around worse than		4	2	
1211	But the gently sloping Maryland fields were abloom with daisies.  A farmer's lad could be hired for a dollar to dig up the daisies and to bring a wagon load of dirt to the boat.	4	3		
1212	"""By all means, come.  It will be a comfort to me to know that I have one ally in the hall, however inefficient and ignorant of the subject he may be. I fancy there will be a large audience, for Waldron, though an absolute charlatan, has a considerable popular following."	2	2		2
1213	He kept flitting up and down, with his thin voice going talking, talking about his wretched self, and never a word of clear, firm statement from first to last.	0	1		
1214	Instinctively Miki had hated this foxhunter from the edge of the	1	0		
1215	"Christmas.
DEAR PANSY IRENE: I see Auntie's fine Italian hand in this! You wait till your father gets home, I'll learn you to sass back! Tell Mrs. Lancaster that it's an imitation and came in a box of lemon drops, and put it on this instant! The more you wear the better, this cold weather! I've got the bulliest terrier ever, from George. Show him to you next week.                      PETER. Frowning thoughtfully, her eyes still on the scribbled half-sheet,"	2	3		
1216	"Spike, flashed two rows of brilliant teeth and halted his barrow beside the curb. ""How goes it, Tony?"" questioned Spike, whereat the young Italian smiled, and thereafter sighed and shook his head."	3	3		3
1217	And the five oceans sprang upon Tintaggon and passed above his head. One by one the grip of the oceans loosened, one by one they fell back into the deep and still Tintaggon stood, and on that morning the might of all five oceans lay dead at Tintaggon's feet.	3	2		
1218	Guy gave no heed to the ground once he knew the general directions. He ran ahead (toward Y), so did Sam, but Guy glanced back to Yan on the trail to make sure of the line.	3	2		
1219	The case for reticence and discretion was a strong one. The night was dark; the rain-lashed street deserted; the man an utterly casual stranger—why, she hadn't even had a straight look into his face. His motive in getting off the car was at least dubitable. Even if not sinister, it could easily be unpleasantly gallant. A man might not contemplate doing her bodily harm, and still be capable of trying to collect some sort of sentimental reward for the ducking he had submitted himself to.	4	4		4
1220	"A voice was droning: ""Turn the lady, turn!  Turn the lady, turn!  Alamon left.  All swing; turn the lady, turn!"" ""Hello, Jim,"" called Gale, dragging Thorne round the corner of lava."	3	3		3
1221	So did I then feel, the Canitaur guards being able to slay me on the slightest whim of fancy that struck their minds into a sadistic mood. Yet I was not afraid, instead I was overcome by a feeling of relaxation, where all cares and worries are given up as frivolous burdens, not necessary and not helpful, being, in fact, harmful to the mind.	1	4		
1222	The moment held Shefford mute till sight of Fay Larkin's tear-wet face broke the spell. He leaped forward and his strong hands reached for the woman and the man.	3	3		3
1223	Thereafter, the trail outfit fed the cattle between the quartette, who sat their horses in speechless intensity, as the column filed through at random.	3	3		3
1224	The tale was told once again, other Rangers crowding round to hear. Pringle was naturally the spokesman, and Fritz, singling out from the group a man whom he had known before, asked him who the gallant-looking stranger was who seemed like the leader of a band.	3	3		3
1225	"The Impregnable City. Chapter 2:
The Defences Of Quebec. Chapter 3:
Mariners Of The Deep. Chapter 4:
Hostilities. Book 6:
Without Quebec. Chapter 1:
In Sight Of His Goal. Chapter 2:
Days Of Waiting. Chapter 3:
A Daring Design. Chapter 4:
In The Hour Of Victory. Book 7:
English Victors. Chapter 1:
A Panic-Stricken City. Chapter 2:
Surrender. Chapter 3:
Friendly Foes. Chapter 4:
The Last. Book 1: Border Warfare."		0	1	
1226	"Pete that evening and talk with him, The Spider would have left El Paso the next day, as he had planned, instead of waiting until the following evening, against his own judgment and in direct opposition to that peculiar mental reaction called ""a hunch"" by those not familiar with the niceties of the English language, and called nothing really more expressive by those who are."	0	3		
1227	"The advance agent says it is a high-class performance and will appeal particularly to the rich city people up in the mountains. It's a sort of open-air affair, you know."""	2	2		2
1228	Berengère, with considering looks. 'Ho ho! And so he has!' cried Bertran. 'I assure your Grace he is no novice. Many he has claimed, and many have claimed him. Shall I number them?' 'I beg that you will not,' she said, stiffening herself. So	0	3		
1229	"Sir Walter found, however, that the detective did not undervalue himself.
He was not arrogant, but revealed decision and immense will power. From the first he imposed his personality, and made people forget the accidents of his physical constitution. He said very little during breakfast, but listened with attention to the conversation."	3	3		3
1230	Dinner time passed and supper time arrived, but the children did not.	0	1		
1231	"It was Norhala who broke the silence. ""Tcherak! Greeting—Cherkis!"" There was merciless mirth in the buglings of her voice. ""Lo, I did but knock so gently at your gates and you hastened to welcome me. Greetings—gross swine, spittle of the toads, fat slug beneath my sandals."""	2	4		
1232	The door opened and Wingrave entered. To Barrington, who greeted him with nervous cordiality, he presented the same cold, impenetrable appearance; Lady Ruth, with quicker perceptions, noticed at once the change. She sat up in her chair eagerly. It was what she had prayed for, this—but was it for good or evil? Her eyes sought his eagerly. So much depended upon his first few words.	3	3		3
1233	"Mrs. Lascelles, ""for I know nothing and believe all I can! Nevertheless, I'm not going to church again to-day."" The last words were in a sort of aside, and I afterwards heard that Bob and Mrs."	0	2		
1234	"Vignal's and also knows Madame de Gorne. Do you suppose ...?"" ""I don't want to suppose anything. I simply declare that some one came there last night...."""	0	2		
1235	"Westmore tried to get him to leave it, but the little jockey was obstinate. He kicked his horse and, bending low, rode away. ""You're right: I beg your pardon,"" I answered Westmore's remark to me."	3	2		
1236	"They had both heard the stirring and enlightened preaching of
Dean Colet, and were great admirers of his; but they took the view that that divine himself held--namely, that the Church would gradually reform herself from within; that she was awakening to the need of some reformation and advance; and that her sons were safe within her fold, and must patiently await her own work there."	0	3		
1237	I have made my preparations.' 'But suppose you met with opposition,' the Portugoose persisted, 'would the rule hold?' 'If any try to stop us, we shall tie them hand and foot, and carry them with us.	0	2		
1238	Has-se's return. Although Réné watched anxiously for Has-se, he also cast frequent glances towards the stream, fearful lest Chitta and his companion should again appear.	2	2		2
1239	"They did so, but found nothing. ""But among these rocks a man needn't leave any tracks if he didn't want to,"" Elliott pointed out. ""The bogy-man's after you,"" said Bob."	1	3		
1240	These civil rights, like the air and the sunshine, come to us in these days as a matter of course, but they did not come to our ancestors as a matter of course. To our ancestors rights came as the result of hard-fought battles. The reading of the bill of rights would cause your heart to throb with gratitude did you but know the suffering and sacrifice each right has cost.	0	3		
1241	"It was at that time, too, that she suggested I should take up my quarters in her house in the street of the Consuls.
There were certain advantages in that move.  In my present abode my sudden absences might have been in the long run subject to comment.  On the other hand, the house in the street of"	2	4		
1242	I had unpacked it the day before and put it on his shaving-stand, and there could be no mistake. His name was on a small silver plate on the handle. I seemed to see a network closing around my boy, innocent as I knew he was.	3	3		3
1243	"Then said Wisdom: ""But you will gain nothing by haste, oh
Really-Is,--nothing but time, and there is much of greater value than time to a King of Allthetime. Even now is Seemsto-Be entering the city. Even now is he by the people being hailed King. Therefore, tarry a while before you act and listen to my words."""	0	3		
1244	He had the free run of the place, and when I have been away for the evening I had no objection to his doing whatever he wished here.  This state of things was only terminated by the fact of my resignation of my official duties and my retirement to Norwood, where I hoped to have the leisure to write a considerable work which I had planned.	0	3		
1245	The murder of Mr. Hamilton Fynes was strange enough. Here was an unknown man, holding a small position in his own country,—a man apparently without friends or social position.	0	4		
1246	Can you imagine a milking stool tilted and bowled violently along the ground? That was the impression those instant flashes gave. But instead of a milking stool imagine it a great body of machinery on a tripod stand.	2	3		
1247	"he cried out; ""no! Just the same!"" and thus wakened himself, staring. ""What's the matter?"" he demanded. He was slow in getting back to where we were; and full consciousness found him sitting up with his eyes fixed on mine. They were more haunted than they had been at all, and his next speech came straight from his dream. ""Maybe you'd better quit me. This ain't your trouble."" I laughed. ""Why, what is the trouble?"""	2	2		2
1248	"Bernald helped himself to a nectarine, and Miss Fosdick continued on a note of amused curiosity: ""So you've really never had any news of him since that night?"" ""No—I've never had any news of him."" ""Not the least little message?"" ""Not the least little message."" ""Or a rumour or report of any kind?"" ""Or a rumour or report of any kind."""		3	1	
1249	"""It sounds beautiful."" ""Toad Hall,"" said the Toad proudly, ""is an eligible self-contained gentleman's residence very unique; dating in part from the fourteenth century, but replete with every modern convenience."	2	3		
1250	"When Euchre had shuffled into the house Mrs. Bland turned to Duane with curiosity and interest in her gaze.


“Bland told me about you.”


“What did he say?” queried Duane, in pretended alarm."	1	2		
1251	"""Ah! I see you get letters—from a woman,"" she said, pretending a poison sweetness of jealousy. ""Certainly. I'm not married yet,"" he replied. ""Lenore, last night—"" ""You will never be married—to me—while you write to other women."	2	2		2
1252	"But Robin answered him never a word. He fled up hill and down dale till he met three of his men who were running up in answer to his summons. ""What is wrong?"" they asked. ""‘Tis a saucy beggar,"" said Robin, catching his breath. ""He is back there on the highroad with the hardest stick I've met in a good many days. He gave me no chance to reason with him, the dirty scamp!"""	4	4		4
1253	"Contarini started and looked up at her face in the dim light. She was bending down to him with a very loving look. ""Why should you not marry?"" she asked again."	3	2		
1254	The journey was a delightful one. The road skirted the coast through the oldest and most picturesque part of Sicily, and it amazed them to observe that however far they travelled Etna was always apparently next door, and within reaching distance.	4	2		
1255	The gun spat in the hand of Dozier, and something jerked at the shirt of Andrew beside his neck. He himself had fired only once, and he knew that the shot had been too high and to the right of his central target; yet he did not fire again.	3	4		
1256	"I must begin to prove my uses."" ""I am told you are a pretty fighter,"" said she. ""Well, I hold some small skill in arms myself, and have a conceit that I am something of a judge."	0	3		
1257	Or were they all in error, and were the red guards driving all before them? At any time the flood of warfare might pour into this silent quarter of the city and seize upon him again.	2	2		2
1258	As Slone gazed upward he felt the impossibility of believing what he knew to be true. He hugged and petted the horse. Then he led on to the roaring stream.	4	2		
1259	"This news was to the effect that they had resigned. ""We've talked it over,"" averred Lycurgus Snell, acting as spokesman, ""and we can't figger any good and reeliable way of gittin' him without him gittin' us, if he's so minded, all in one tableau, same to be observed with smoked glasses like an eclipse."	2	3		
1260	"This is a place of bright sunshine and exhilarating air. After all, I do not understand it."" ""All due to the habits of life,"" said Aldington. ""Look at the fast eating—look at them here."	2	4		
1261	"Sarah Brown rang up Richard's office, and the over-refined voice of a young gentleman clerk answered her.
Mr. Higgins was not in the office.
Mr. Higgins had left particular word that if any one wanted him they were to be told that he had—er—gone to his True Love."	0	3		
1262	I suppose it was just as well, because the thing did take colic—or something—about one o'clock. It didn't kick or stiffen out, so I knew that, according to Morgan, it wasn't crying for temper; and it wasn't hungry and no pins were sticking in it.		3	0	
1263	"The queen smiled—her teeth sparkled like pearls. ""If you have brought me to life, then I am yours,"" she said, and she kissed him upon the lips.


He grew suddenly dizzy; the world swam before his eyes."	3	4		
1264	Quite unaware of this, he pursued the even tenor of his way, seeking to inspire devotion and love of purity and truth in all with whom he came into contact, but never overstepping the written or unwritten laws of the college, save perhaps that he knew something of the spread of heretical books and doctrines without betraying his knowledge to those in authority.	1	3		
1265	So David carried with him the calendars and slippers, dressing-gowns and bed-socks which were at once the tangible evidence of their friendliness and Lucy's despair.		3	2	
1266	The way was boulder-strewn, as had been that south of the barrier, so that we could see but a short distance ahead of us at any time. After a couple of hours we passed round a huge boulder to come to a steep declivity leading down into a valley.		4	2	
1267	It's five hundred miles west of your ground. There's a little town over there called Fairdale. It's the nest of a rustler gang. They rustle and murder at will.	2	4		
1268	He confirmed this before starting West by visiting some of the offices of the leading papers and looking up old friends. The Clark story was dead for the time. They had run a lot of pictures of him, however, and some one might turn him up eventually, but a scent was pretty cold in ten years. The place had changed, too. Oil had been discovered five years ago, and the old settlers had, a good many of them, cashed in and moved away. The town had grown like all oil towns.	2	2		2
1269	Suddenly she raised her arms and made a curious gesture to the moon. It was—an archaic—movement; she seemed to drag it from remote antiquity—yet in it was a strange suggestion of power, Twice she repeated this gesture and—the tinklings died away!		3	3	3
1270	"""As you will,"" Laverick assented carelessly. ""The charge of those documents is a trust with me as well as with yourself. I have no doubt that I can arrange for their being held in a secure place elsewhere."""	0	2		
1271	"He stood staring, with his face white and his lip pulled askew. ""I don't like this,"" he said slowly. ""I saw something of the same kind,"" said I, ""the first day I came here."""	2	3		
1272	She remembered, with a slight reddening still of the warm brown cheeks whenever she thought of it—how, on the previous Sunday afternoon, she and Bernel had gone running over the downs through the waist-high bracken towards Brenière, the tide in their favourite pool below the rocks being too high for bathing. And on the slope above the Cromlech they had come suddenly on Gard, lying there looking out over the sea towards L'Etat.		4	4	4
1273	He was a country lawyer from down-state, who, for a client of his own, had retained Rodney to defend a will that presented complexities in the matter of perpetuities and contingent remainders utterly beyond his own powers.	2	3		
1274	Wearing his lusty youth on the maids, I fear. Nay, I forget. He is about to wed the girl of Avesnes and is already choosing his bridal train. It seems he loves her.	2	3		
1275	But a touch of bitterness was creeping into his character, and for this his mother's teaching was responsible. Nellie was always jealous of the welfare of the working class, and was ever vigilant as to its interests.	0	3		
1276	Little did I know how abruptly this chosen calm of my life was to be broken nor how these same studies were to be turned in a new and strange direction. But if on this night which was to witness the overture of a horrible drama, I had not hitherto experienced any premonition of the coming of those dark forces which were to change the whole tenor of my existence, suddenly, now, in sight of the elm tree which stood before my cottage the shadow reached me.	4	2		
1277	Maître Becker invited me to sit down at the table, informing me that he had been expecting me, and that before entering on matters of business it would be well to take a little refreshment, a glass of Bordeaux, etc., an invitation of which I fully recognised the propriety, and which I accepted very willingly.	3	3		3
1278	It was so during the three days succeeding Capella's return from Italy. Reviewing events in the lights of accomplished facts, Brett subsequently saw many opportunities where his intervention would have altered the fortunes of the men and women in whom he had become so interested.	0	2		
1279	"Sir Tristram said, ""Art thou altogether satisfied?"" And Sir Lamorack said, ""Yea."" And therewith Sir Tristram wept for pure joy.  Sir Tristram and Sir Lamorack depart from the island."	3	2		
1280	For years I've been a lonely man set on one thing. I came here an' met you. An' now I'm not the man I was. The change was gradual, an' I took no notice of it.	0	2		
1281	"""I thought,"" she said at last, ""that you might have some feeling against me, and I have no doubt you judge me very harshly. You never did make any allowances."" Morris gave a little laugh that was half a sneer. ""Allowances?"" he said. ""Yes, allowances. You know you always were harsh with me, George, always."" And as she looked up at him her blue eyes were filled with tears, and there was a quiver at the corner of her mouth. ""What a splendid actress you would make,"	3	3		3
1282	"Jimmie Dale flung him away. ""You were safe enough,"" he rasped on. ""The police could only construe your visit to Moyne's flat as zeal on behalf of the bank."		3	1	
1283	Where thou sittest, Holly, sat the royal Amenartas, a very fair woman; yes, even more beautiful than I before I dipped me in the Essence, fore-sighted also, though not so learned as I had grown.	1	2		
1284	"""The Comte d'Hérouville has grievously offended me.  Will you challenge him?""  She meant nothing by this, save to gain time. The Chevalier paled, recalling D'Hérouville's threats."	1	3		
1285	The flush, the darkness of her eyes, the added something in her face, tender, thoughtful, strong—these were new. Bostil pondered while she welcomed his guests.	1	4		
1286	"""Then tell me who these people are. I'm still very much in the dark about them. It's puzzling. Are there any Generals?"" ""Men in hats and feathers?"" ""Of course not."	2	3		
1287	In the first place, I don't think you'll get away. Hal Dozier is on your trail, and he'll get to the north and raise the whole district and stop you before you hit the towns. You'll have to go back to the mountain desert. You'll have to do it eventually, why not do it now?		2	2	2
1288	No doubt it comes from my letter in the Times.  That was the mayor of a provincial town with whom I talked when we first arrived.  You may have heard me upon the telephone.	1	3		
1289	It was the picture of a girl in white, with her hands clasped loosely before her. Against the dark background her figure stood out slim and young. Perhaps it was the rather grim environment, possibly it was my mood, but although as a general thing photographs of young girls make no appeal to me, this one did. I found my eyes straying back to it.	4	4		4
1290	Sorrel-top Simpson, a year younger than his brother, proved to be a most unfair fighter, and the good-natured fireman was compelled to interfere several times before the second of the Simpson clan lay on the ground and acknowledged defeat.	3	2		
1291	"He is constantly thinking.
One day he asked me if there was great wonder on their names out in the country.
I said there was no wonder on them at all."	0	1		
1292	"And the footpath there is of cinders. Miss Innes, I am inclined to think that he has met with bad treatment, in the light of what has gone before. I do not think he has been murdered."""	2	3		
